row_type,sample_id,alpha_a,alpha_b,guide_alpha,entropy,top1_token_id,topk_token_ids,topk_probabilities,logprob_storage_key,kl_a_to_b,kl_b_to_a,js_divergence,mean_abs_logprob_diff,max_abs_logprob_diff,top1_changed,topk_overlap,internal_w2_max_abs_diff,internal_w2_mean_abs_diff,internal_w2_l2_diff
distribution,pku_round0_00217,"[0.0, 1.0]",,"[1.0, 0.0]",1.8128368854522705,922,"[922, 399, 450, 512, 1670, 7579, 739, 14795, 5806, 887, 7311, 1763, 29871, 12949, 1704, 7197, 2266, 1334, 4831, 518]","[0.5503220558166504, 0.21890297532081604, 0.046607133001089096, 0.02533985860645771, 0.023804595693945885, 0.019127529114484787, 0.014325854368507862, 0.013146142475306988, 0.0051080407574772835, 0.004614729899913073, 0.0036221430636942387, 0.003538236254826188, 0.0032979988027364016, 0.003122482681646943, 0.003098183311522007, 0.0027555811684578657, 0.0023940904065966606, 0.0023204321041703224, 0.0022844569757580757, 0.0019693251233547926]","pku_round0_00217|0.00,1.00",,,,,,,,,,
distribution,pku_round0_00217,"[0.25, 0.75]",,"[0.75, 0.25]",1.897963047027588,922,"[922, 399, 450, 512, 1670, 7579, 739, 14795, 5806, 887, 7311, 1763, 29871, 1704, 7197, 12949, 1334, 2266, 4831, 5674]","[0.5355000495910645, 0.21300718188285828, 0.050990451127290726, 0.02794046141207218, 0.02624763548374176, 0.019968148320913315, 0.01495545543730259, 0.014270595274865627, 0.005544955842196941, 0.005168466828763485, 0.004025205969810486, 0.0038408786058425903, 0.003693736856803298, 0.003552231937646866, 0.0034429412335157394, 0.003086232580244541, 0.0024798575323075056, 0.0024798575323075056, 0.0022756452672183514, 0.002104627899825573]","pku_round0_00217|0.25,0.75",,,,,,,,,,
distribution,pku_round0_00217,"[0.5, 0.5]",,"[0.5, 0.5]",1.9629716873168945,922,"[922, 399, 450, 1670, 512, 7579, 739, 14795, 5806, 887, 7311, 1763, 7197, 29871, 1704, 12949, 1334, 2266, 5674, 1094]","[0.5213165879249573, 0.2122829556465149, 0.05494636669754982, 0.029873821884393692, 0.028063857927918434, 0.01959173008799553, 0.015139316208660603, 0.014446035958826542, 0.005882504396140575, 0.005526101216673851, 0.0042370087467134, 0.0042370087467134, 0.0040429821237921715, 0.0040429821237921715, 0.003918592818081379, 0.003051802981644869, 0.0026932067703455687, 0.0026722480542957783, 0.00237674661912024, 0.0023216893896460533]","pku_round0_00217|0.50,0.50",,,,,,,,,,
distribution,pku_round0_00217,"[0.75, 0.25]",,"[0.25, 0.75]",2.038623332977295,922,"[922, 399, 450, 1670, 512, 7579, 739, 14795, 5806, 887, 7197, 29871, 1763, 7311, 1704, 12949, 1334, 2266, 5674, 1094]","[0.5046280026435852, 0.21201013028621674, 0.05796034261584282, 0.03328382596373558, 0.02891748771071434, 0.01926320046186447, 0.015599815174937248, 0.015119859017431736, 0.006452363915741444, 0.006108975037932396, 0.004947199020534754, 0.004434640519320965, 0.004400129895657301, 0.004365887492895126, 0.004331911914050579, 0.0030478807166218758, 0.0029083082918077707, 0.0028188289143145084, 0.002732102759182453, 0.00266881356947124]","pku_round0_00217|0.75,0.25",,,,,,,,,,
distribution,pku_round0_00217,"[1.0, 0.0]",,"[0.0, 1.0]",2.0806591510772705,922,"[922, 399, 450, 1670, 512, 7579, 739, 14795, 5806, 887, 7197, 1704, 29871, 1763, 7311, 5674, 1334, 12949, 2266, 1094]","[0.49530139565467834, 0.2097238153219223, 0.061511795967817307, 0.03701845183968544, 0.029284005984663963, 0.01832546293735504, 0.015552613884210587, 0.015311493538320065, 0.006794434040784836, 0.006432840600609779, 0.0052503314800560474, 0.0047432794235646725, 0.004669741727411747, 0.004633401520550251, 0.004218759946525097, 0.0030865108128637075, 0.0030865108128637075, 0.0029451691079884768, 0.0028995084576308727, 0.0028323414735496044]","pku_round0_00217|1.00,0.00",,,,,,,,,,
pairwise,pku_round0_00217,"[0.0, 1.0]","[0.25, 0.75]",,,,,,,0.0013546794652938843,0.0013961335644125938,0.00034363067243248224,0.08626982569694519,0.30472850799560547,0,0.95,0.12363937497138977,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00217,"[0.0, 1.0]","[0.5, 0.5]",,,,,,,0.004144349601119757,0.004374979995191097,0.001062997616827488,0.16063058376312256,0.45561981201171875,0,0.9,0.24727874994277954,0.0825139582157135,3.9762070178985596
pairwise,pku_round0_00217,"[0.0, 1.0]","[0.75, 0.25]",,,,,,,0.009109611622989178,0.009868716821074486,0.002362276427447796,0.2366809993982315,0.6437864303588867,0,0.9,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00217,"[0.0, 1.0]","[1.0, 0.0]",,,,,,,0.013854270800948143,0.015293911099433899,0.003621190320700407,0.2736597955226898,0.7813816070556641,0,0.9,0.4945574998855591,0.1650279015302658,7.952414035797119
pairwise,pku_round0_00217,"[0.25, 0.75]","[0.5, 0.5]",,,,,,,0.0009222238440997899,0.0009475400438532233,0.00023364795197267085,0.0747571811079979,0.22706317901611328,0,0.95,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00217,"[0.25, 0.75]","[0.75, 0.25]",,,,,,,0.00385029474273324,0.004054941702634096,0.0009863617597147822,0.15070554614067078,0.40619659423828125,0,0.95,0.24727876484394073,0.0825139507651329,3.9762067794799805
pairwise,pku_round0_00217,"[0.25, 0.75]","[1.0, 0.0]",,,,,,,0.0072450400330126286,0.007781895808875561,0.0018722813110798597,0.18785449862480164,0.5567302703857422,0,0.95,0.3709181547164917,0.12377092242240906,5.964310169219971
pairwise,pku_round0_00217,"[0.5, 0.5]","[0.75, 0.25]",,,,,,,0.0010783037869259715,0.0011078041279688478,0.00027310350560583174,0.07624372094869614,0.24871397018432617,0,1.0,0.12363938242197037,0.04125697538256645,1.9881033897399902
pairwise,pku_round0_00217,"[0.5, 0.5]","[1.0, 0.0]",,,,,,,0.003137091640383005,0.0032827702816575766,0.0008013733895495534,0.11366956681013107,0.3589649200439453,0,1.0,0.24727874994277954,0.0825139507651329,3.9762070178985596
pairwise,pku_round0_00217,"[0.75, 0.25]","[1.0, 0.0]",,,,,,,0.0006336061051115394,0.0006470945663750172,0.00016004242934286594,0.039931803941726685,0.16689109802246094,0,1.0,0.12363937497138977,0.04125697538256645,1.9881035089492798
